"country"	"mprog"	"helcom_subbasin"	"helcom_l3"	"helcom_l4"	"ices_ecoregion"	"ospar_region"	"ospar_subregion"	"is_amap_monitoring"	"is_helcom_monitoring"	"is_medpol_monitoring"	"is_ospar_monitoring"	"is_amap_area"	"is_helcom_area"	"is_ospar_area"	"rlabo"	"slabo"	"alabo"	"statn"	"myear"	"date"	"latitude"	"longitude"	"dephu"	"dephl"	"purpm"	"finfl"	"rlist"	"speci"	"speci_name"	"aphiaid"	"worms_name"	"aphiaid_accepted"	"worms_accepted_name"	"sexco"	"stage"	"noinp"	"bulkid"	"param"	"pargroup"	"matrx"	"basis"	"value"	"munit"	"detli"	"lmqnt"	"uncrt"	"metcu"	"qflag"	"vflag"	"metoa"	"metcx"	"metpt"	"metst"	"metps"	"metfp"	"smtyp"	"smpno"	"subno"	"dcflgs"	"tblanalysisid"	"tblparamid"	"tblbioid"	"tblsampleid"	"tblspotid"	"tbluploadid"	"accessionid"	"subseries"
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	1999	"1999-10-11"	59.88033333	10.71183333	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	50	""	"LNMAX"	"B-BIO"	"SH"	""	4.9	"cm"	NA	NA	NA	""	""	""	""	""	""	"RT"	""	""	"HAN"	"0"	"3"	""	199884	45007360	3713805	1850810	295287	9993	20000007	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	1999	"1999-10-11"	59.88033333	10.71183333	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	50	""	"LNMEA"	"B-BIO"	"SH"	""	3.34	"cm"	NA	NA	0.19	"SD"	""	""	""	""	""	"RT"	""	""	"HAN"	"0"	"2"	""	199884	45008575	3713804	1850810	295287	9993	20000007	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	1999	"1999-10-11"	59.88033333	10.71183333	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	50	""	"LNMEA"	"B-BIO"	"SH"	""	4.41	"cm"	NA	NA	0.28	"SD"	""	""	""	""	""	"RT"	""	""	"HAN"	"0"	"3"	""	199884	45008576	3713805	1850810	295287	9993	20000007	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	1999	"1999-10-11"	59.88033333	10.71183333	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	100	""	"LNMEA"	"B-BIO"	"SH"	""	2.6	"cm"	NA	NA	0.2	"SD"	""	""	""	""	""	"RT"	""	""	"HAN"	"0"	"1"	""	199884	45008592	3713803	1850810	295287	9993	20000007	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	1999	"1999-10-11"	59.88033333	10.71183333	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	100	""	"LNMIN"	"B-BIO"	"SH"	""	2.2	"cm"	NA	NA	NA	""	""	""	""	""	""	"RT"	""	""	"HAN"	"0"	"1"	""	199884	45009231	3713803	1850810	295287	9993	20000007	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	1999	"1999-10-11"	59.88033333	10.71183333	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	100	""	"DRYWT%"	"B-BIO"	"SB"	""	16.7	"%"	NA	NA	NA	""	""	""	"GRV"	""	""	"DF20"	""	""	"HAN"	"0"	"1"	""	199887	45009232	3713803	1850810	295287	9993	20000007	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	1999	"1999-10-11"	59.88033333	10.71183333	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	50	""	"DRYWT%"	"B-BIO"	"SB"	""	15.5	"%"	NA	NA	NA	""	""	""	"GRV"	""	""	"DF20"	""	""	"HAN"	"0"	"2"	""	199887	45009242	3713804	1850810	295287	9993	20000007	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	1999	"1999-10-11"	59.88033333	10.71183333	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	50	""	"LNMIN"	"B-BIO"	"SH"	""	3	"cm"	NA	NA	NA	""	""	""	""	""	""	"RT"	""	""	"HAN"	"0"	"2"	""	199884	45009243	3713804	1850810	295287	9993	20000007	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	1999	"1999-10-11"	59.88033333	10.71183333	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	50	""	"DRYWT%"	"B-BIO"	"SB"	""	18.6	"%"	NA	NA	NA	""	""	""	"GRV"	""	""	"DF20"	""	""	"HAN"	"0"	"3"	""	199887	45009244	3713805	1850810	295287	9993	20000007	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	1999	"1999-10-11"	59.88033333	10.71183333	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	50	""	"LNMIN"	"B-BIO"	"SH"	""	4	"cm"	NA	NA	NA	""	""	""	""	""	""	"RT"	""	""	"HAN"	"0"	"3"	""	199884	45009254	3713805	1850810	295287	9993	20000007	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"EFGM"	"30A Gressholmen"	2015	"2015-08-28"	59.88366667	10.711	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	156	""	"ACNE"	"O-PAH"	"SB"	"W"	0.5	"ug/kg"	0.15	0.5	0.3	"U2"	"<"	""	"GC-MS"	""	""	""	""	"NON"	"HAN"	"0"	"1"	""	203752	45507607	3725347	1866746	305553	10092	20162220	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"EFGM"	"30A Gressholmen"	2015	"2015-08-28"	59.88366667	10.711	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	74	""	"ACNE"	"O-PAH"	"SB"	"W"	0.5	"ug/kg"	0.15	0.5	0.3	"U2"	"<"	""	"GC-MS"	""	""	""	""	"NON"	"HAN"	"0"	"2"	""	203752	45507608	3725348	1866746	305553	10092	20162220	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"EFGM"	"30A Gressholmen"	2015	"2015-08-28"	59.88366667	10.711	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	39	""	"ACNE"	"O-PAH"	"SB"	"W"	0.5	"ug/kg"	0.15	0.5	0.3	"U2"	"<"	""	"GC-MS"	""	""	""	""	"NON"	"HAN"	"0"	"3"	""	203752	45507609	3725349	1866746	305553	10092	20162220	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	2015	"2015-08-28"	59.88366667	10.711	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	156	""	"LNMEA"	"B-BIO"	"SH"	""	3.58	"cm"	NA	NA	0.26	"SD"	""	""	""	""	""	"RT"	""	""	"HAN"	"0"	"1"	""	203777	45508135	3725347	1866746	305553	10092	20162220	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	2015	"2015-08-28"	59.88366667	10.711	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	74	""	"LNMEA"	"B-BIO"	"SH"	""	4.44	"cm"	NA	NA	0.27	"SD"	""	""	""	""	""	"RT"	""	""	"HAN"	"0"	"2"	""	203777	45508136	3725348	1866746	305553	10092	20162220	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	2015	"2015-08-28"	59.88366667	10.711	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	39	""	"LNMEA"	"B-BIO"	"SH"	""	5.45	"cm"	NA	NA	0.29	"SD"	""	""	""	""	""	"RT"	""	""	"HAN"	"0"	"3"	""	203777	45508137	3725349	1866746	305553	10092	20162220	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"EFGM"	"30A Gressholmen"	2015	"2015-08-28"	59.88366667	10.711	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	156	""	"DDEPP"	"OC-DD"	"SB"	"W"	0.49	"ug/kg"	0.015	0.05	0.245	"U2"	""	""	"GC-MS"	""	""	""	""	"NON"	"HAN"	"0"	"1"	""	203766	45509709	3725347	1866746	305553	10092	20162220	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"EFGM"	"30A Gressholmen"	2015	"2015-08-28"	59.88366667	10.711	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	74	""	"DDEPP"	"OC-DD"	"SB"	"W"	0.47	"ug/kg"	0.015	0.05	0.235	"U2"	""	""	"GC-MS"	""	""	""	""	"NON"	"HAN"	"0"	"2"	""	203766	45509710	3725348	1866746	305553	10092	20162220	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"EFGM"	"30A Gressholmen"	2015	"2015-08-28"	59.88366667	10.711	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	39	""	"DDEPP"	"OC-DD"	"SB"	"W"	0.37	"ug/kg"	0.015	0.05	0.185	"U2"	""	""	"GC-MS"	""	""	""	""	"NON"	"HAN"	"0"	"3"	""	203766	45509711	3725349	1866746	305553	10092	20162220	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"EFGM"	"30A Gressholmen"	2015	"2015-08-28"	59.88366667	10.711	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	156	""	"EXLIP%"	"B-BIO"	"SB"	""	1.4	"%"	0.03	0.1	0.28	"U2"	""	""	""	""	""	""	""	"NON"	"HAN"	"0"	"1"	""	203745	45514322	3725347	1866746	305553	10092	20162220	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"EFGM"	"30A Gressholmen"	2015	"2015-08-28"	59.88366667	10.711	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	74	""	"EXLIP%"	"B-BIO"	"SB"	""	1.2	"%"	0.03	0.1	0.24	"U2"	""	""	""	""	""	""	""	"NON"	"HAN"	"0"	"2"	""	203745	45514334	3725348	1866746	305553	10092	20162220	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"EFGM"	"30A Gressholmen"	2015	"2015-08-28"	59.88366667	10.711	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	39	""	"EXLIP%"	"B-BIO"	"SB"	""	1.1	"%"	0.03	0.1	0.22	"U2"	""	""	""	""	""	""	""	"NON"	"HAN"	"0"	"3"	""	203745	45514346	3725349	1866746	305553	10092	20162220	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"EFGM"	"30A Gressholmen"	2015	"2015-08-28"	59.88366667	10.711	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	156	""	"DRYWT%"	"B-BIO"	"SB"	""	17	"%"	0.006	0.02	2.04	"U2"	""	""	"GRV"	""	""	""	""	"NON"	"HAN"	"0"	"1"	""	203764	45521757	3725347	1866746	305553	10092	20162220	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"EFGM"	"30A Gressholmen"	2015	"2015-08-28"	59.88366667	10.711	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	74	""	"DRYWT%"	"B-BIO"	"SB"	""	16	"%"	0.006	0.02	1.92	"U2"	""	""	"GRV"	""	""	""	""	"NON"	"HAN"	"0"	"2"	""	203764	45521778	3725348	1866746	305553	10092	20162220	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"EFGM"	"30A Gressholmen"	2015	"2015-08-28"	59.88366667	10.711	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	39	""	"DRYWT%"	"B-BIO"	"SB"	""	14	"%"	0.006	0.02	1.68	"U2"	""	""	"GRV"	""	""	""	""	"NON"	"HAN"	"0"	"3"	""	203764	45521799	3725349	1866746	305553	10092	20162220	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	2002	"2002-10-01"	59.88366667	10.711	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	50	""	"LNMIN"	"B-BIO"	"SH"	""	4.1	"cm"	NA	NA	NA	""	""	""	""	""	""	"RT"	""	""	"HAN"	"0"	"3"	""	517043	48089575	3751785	2115501	370033	10358	20030221	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	2002	"2002-10-01"	59.88366667	10.711	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	100	""	"LNMIN"	"B-BIO"	"SH"	""	2	"cm"	NA	NA	NA	""	""	""	""	""	""	"RT"	""	""	"HAN"	"0"	"1"	""	517043	48089585	3751783	2115501	370033	10358	20030221	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	2002	"2002-10-01"	59.88366667	10.711	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	50	""	"LNMIN"	"B-BIO"	"SH"	""	3.1	"cm"	NA	NA	NA	""	""	""	""	""	""	"RT"	""	""	"HAN"	"0"	"2"	""	517043	48089586	3751784	2115501	370033	10358	20030221	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	2002	"2002-10-01"	59.88366667	10.711	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	50	""	"LNMAX"	"B-BIO"	"SH"	""	3.9	"cm"	NA	NA	NA	""	""	""	""	""	""	"RT"	""	""	"HAN"	"0"	"2"	""	517043	48090259	3751784	2115501	370033	10358	20030221	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	2002	"2002-10-01"	59.88366667	10.711	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	50	""	"LNMAX"	"B-BIO"	"SH"	""	4.9	"cm"	NA	NA	NA	""	""	""	""	""	""	"RT"	""	""	"HAN"	"0"	"3"	""	517043	48090260	3751785	2115501	370033	10358	20030221	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	2002	"2002-10-01"	59.88366667	10.711	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	100	""	"LNMAX"	"B-BIO"	"SH"	""	2.9	"cm"	NA	NA	NA	""	""	""	""	""	""	"RT"	""	""	"HAN"	"0"	"1"	""	517043	48090270	3751783	2115501	370033	10358	20030221	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	2002	"2002-10-01"	59.88366667	10.711	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	100	""	"LNMEA"	"B-BIO"	"SH"	""	2.57	"cm"	NA	NA	0.24	"SD"	""	""	""	""	""	"RT"	""	""	"HAN"	"0"	"1"	""	517043	48091448	3751783	2115501	370033	10358	20030221	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	2002	"2002-10-01"	59.88366667	10.711	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	50	""	"LNMEA"	"B-BIO"	"SH"	""	3.61	"cm"	NA	NA	0.23	"SD"	""	""	""	""	""	"RT"	""	""	"HAN"	"0"	"2"	""	517043	48091449	3751784	2115501	370033	10358	20030221	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	2002	"2002-10-01"	59.88366667	10.711	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	50	""	"LNMEA"	"B-BIO"	"SH"	""	4.5	"cm"	NA	NA	0.24	"SD"	""	""	""	""	""	"RT"	""	""	"HAN"	"0"	"3"	""	517043	48091451	3751785	2115501	370033	10358	20030221	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	2002	"2002-10-01"	59.88366667	10.711	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	100	""	"DRYWT%"	"B-BIO"	"SB"	""	13.4	"%"	NA	NA	NA	""	""	""	"GRV"	""	""	"DF20"	""	""	"HAN"	"0"	"1"	""	517045	48092357	3751783	2115501	370033	10358	20030221	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	2002	"2002-10-01"	59.88366667	10.711	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	50	""	"DRYWT%"	"B-BIO"	"SB"	""	14.7	"%"	NA	NA	NA	""	""	""	"GRV"	""	""	"DF20"	""	""	"HAN"	"0"	"2"	""	517045	48092358	3751784	2115501	370033	10358	20030221	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	2002	"2002-10-01"	59.88366667	10.711	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	50	""	"DRYWT%"	"B-BIO"	"SB"	""	16.2	"%"	NA	NA	NA	""	""	""	"GRV"	""	""	"DF20"	""	""	"HAN"	"0"	"3"	""	517045	48092359	3751785	2115501	370033	10358	20030221	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	2002	"2002-10-01"	59.88366667	10.711	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	100	""	"EXLIP%"	"B-BIO"	"SB"	""	0.83	"%"	NA	NA	NA	""	""	""	"GRV"	"CHX-ACE"	""	"DF20"	""	""	"HAN"	"0"	"1"	""	517046	48092621	3751783	2115501	370033	10358	20030221	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	2002	"2002-10-01"	59.88366667	10.711	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	50	""	"EXLIP%"	"B-BIO"	"SB"	""	0.92	"%"	NA	NA	NA	""	""	""	"GRV"	"CHX-ACE"	""	"DF20"	""	""	"HAN"	"0"	"2"	""	517046	48092622	3751784	2115501	370033	10358	20030221	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	2002	"2002-10-01"	59.88366667	10.711	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	50	""	"EXLIP%"	"B-BIO"	"SB"	""	1.2	"%"	NA	NA	NA	""	""	""	"GRV"	"CHX-ACE"	""	"DF20"	""	""	"HAN"	"0"	"3"	""	517046	48092623	3751785	2115501	370033	10358	20030221	NA
"Norway"	"CEMP"	""	""	""	"Greater North Sea"	2	"Skagerrak and Kattegat"	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	"NIVA"	"NIVA"	"NIVA"	"30A Gressholmen"	2002	"2002-10-01"	59.88366667	10.711	NA	NA	"T~S"	""	"ER"	"Mytilus edulis"	"Mytilus edulis"	140480	"Mytilus edulis"	140480	"Mytilus edulis"	"X"	""	100	""	"ACNE"	"O-PAH"	"SB"	"W"	0.5	"ug/kg"	0.5	NA	NA	""	"<"	""	""	""	""	""	""	"NON"	"HAN"	"0"	"1"	""	516903	48100374	3751783	2115501	370033	10358	20030221	NA
